workers,cost,rows,type,parallel,i_q,i_p,i_s,i_e,i_d,i_o_q,i_o_p,i_o_s,i_o_e,i_o_d,b_i_q,b_i_p,b_i_s,b_i_e,b_i_d,s_q,s_p,s_s,s_e,s_d,o_q,o_p,o_s,o_e,o_d,v_i_q,v_i_p,v_i_s,v_i_e,v_i_d,v_f_q,v_f_p,v_f_s,v_f_e,v_f_d,forced_parallel,query,batch,selectivity,latency
0,896174.93,447594,bitmap,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,95000,0,0,0,0,0,0,0,6,3-1,0.00438410249102575,2452.426
0,943290.45,492581,bitmap,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,94000,0,0,0,0,0,0,0,6,3-1,0.00569349021335826,3164.172
0,985982.81,537567,bitmap,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,93000,0,0,0,0,0,0,0,6,3-1,0.00723868275245052,3907.081
0,1024695.30,582554,bitmap,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,92000,0,0,0,0,0,0,0,6,3-1,0.00897878726874708,4649.909
0,1109977.12,700601,bitmap,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,91000,0,0,0,0,0,0,0,6,3-1,0.0109341751645866,5406.192
0,1190092.05,848881,bitmap,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,90000,0,0,0,0,0,0,0,6,3-1,0.0131108811761774,6150.381
0,1247344.10,997162,bitmap,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,89000,0,0,0,0,0,0,0,6,3-1,0.0155485311818821,6908.526
0,1287319.52,1145443,bitmap,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,88000,0,0,0,0,0,0,0,6,3-1,0.0181422508019031,7654.884
0,1318915.49,1329310,bitmap,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,87000,0,0,0,0,0,0,0,6,3-1,0.0210210200197873,8591.640
0,1336988.35,1535178,bitmap,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,86000,0,0,0,0,0,0,0,6,3-1,0.0241060371834439,9079.740
2,1327844.31,722937,bitmap,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,85000,0,0,0,0,0,0,0,6,3-1,0.0274252587918271,3907.096
2,1322388.99,805920,bitmap,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,84000,0,0,0,0,0,0,0,6,3-1,0.0309781013759665,4174.566
2,1310738.11,888783,bitmap,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,83000,0,0,0,0,0,0,0,6,3-1,0.0347786848849463,4352.766
2,1294682.53,971645,bitmap,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,82000,0,0,0,0,0,0,0,6,3-1,0.0388314103418575,4534.733
2,1289788.11,1073908,bitmap,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,81000,0,0,0,0,0,0,0,6,3-1,0.0430938845583637,4696.163
2,1297349.65,1183954,bitmap,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,80000,0,0,0,0,0,0,0,6,3-1,0.0476064835872179,4864.967
0,524542.02,142312,bitmap,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,1,0,0,100000,0,80000,0,0,0,0,0,0,0,7,3-1,0.00186211621328238,8467.679
0,850300.49,285745,bitmap,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,2,0,0,200000,0,80000,0,0,0,0,0,0,0,7,3-1,0.00476915867041892,12191.922
0,1102247.16,432380,bitmap,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,2,0,0,300000,0,80000,0,0,0,0,0,0,0,7,3-1,0.00661955549266686,12377.434
0,1294144.34,574798,bitmap,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,2,0,0,400000,0,80000,0,0,0,0,0,0,0,7,3-1,0.00952959864736556,12653.391
2,1297560.65,297217,bitmap,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,1,0,0,0,0,80000,0,0,500000,0,0,0,0,7,3-1,0.0113955990969367,4860.488
2,1297744.90,356652,bitmap,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,1,0,0,0,0,80000,0,0,600000,0,0,0,0,7,3-1,0.0142989907053726,4834.716
2,1297928.63,415920,bitmap,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,1,0,0,0,0,80000,0,0,700000,0,0,0,0,7,3-1,0.016156855930442,4831.211
2,1298115.91,476331,bitmap,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,1,0,0,0,0,80000,0,0,800000,0,0,0,0,7,3-1,0.0190679159882034,4854.498
2,1298301.77,536285,bitmap,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,1,0,0,0,0,80000,0,0,900000,0,0,0,0,7,3-1,0.0209264813760372,4863.100
2,1298483.03,594757,bitmap,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,1,0,0,0,0,80000,0,0,1000000,0,0,0,0,7,3-1,0.0238313066510862,4855.154
2,1298661.96,652475,bitmap,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,1,0,0,0,0,80000,0,0,1100000,0,0,0,0,7,3-1,0.0256880882909247,4881.526
2,1298846.52,712011,bitmap,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,1,0,0,0,0,80000,0,0,1200000,0,0,0,0,7,3-1,0.0285925134729653,4933.464
2,1299028.35,770666,bitmap,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,1,0,0,0,0,80000,0,0,1300000,0,0,0,0,7,3-1,0.0304496451941861,4994.768
2,1299216.16,831252,bitmap,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,1,0,0,0,0,80000,0,0,1400000,0,0,0,0,7,3-1,0.0333392169232941,4995.606
2,1299392.86,888250,bitmap,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,1,0,0,0,0,80000,0,0,1500000,0,0,0,0,7,3-1,0.0351980657103421,4965.986
2,1299576.03,947338,bitmap,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,1,0,0,0,0,80000,0,0,1600000,0,0,0,0,7,3-1,0.0380931887299401,5022.074
2,1299753.44,1004568,bitmap,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,1,0,0,0,0,80000,0,0,1700000,0,0,0,0,7,3-1,0.0399451692536792,5023.393
